searching a(1), a(2), ... with 10 thread(s); Ctrl-C to stop

a(11):  14.5%  13.03G/90.00G  379.23M/s  ETA 0:03:23  elapsed 0:00:34  best -        
a(11):  14.6%  13.12G/90.00G  379.30M/s  ETA 0:03:23  elapsed 0:00:35  best -        
a(11):  14.7%  13.22G/90.00G  379.35M/s  ETA 0:03:22  elapsed 0:00:35  best -        
a(11):  14.8%  13.32G/90.00G  379.41M/s  ETA 0:03:22  elapsed 0:00:35  best -        
a(11):  14.9%  13.42G/90.00G  379.39M/s  ETA 0:03:22  elapsed 0:00:35  best -        
a(11):  15.0%  13.51G/90.00G  379.32M/s  ETA 0:03:22  elapsed 0:00:36  best -        
a(11):  15.1%  13.62G/90.00G  379.44M/s  ETA 0:03:21  elapsed 0:00:36  best -        
a(11):  15.2%  13.72G/90.00G  379.56M/s  ETA 0:03:21  elapsed 0:00:36  best -        
a(11):  15.4%  13.82G/90.00G  379.71M/s  ETA 0:03:21  elapsed 0:00:36  best -        
a(11):  15.5%  13.92G/90.00G  379.78M/s  ETA 0:03:20  elapsed 0:00:37  best -        
a(11):  15.6%  14.03G/90.00G  380.02M/s  ETA 0:03:20  elapsed 0:00:37  best -        
a(11):  15.7%  14.12G/90.00G  379.81M/s  ETA 0:03:20  elapsed 0:00:37  best -        
a(11):  15.8%  14.21G/90.00G  379.76M/s  ETA 0:03:20  elapsed 0:00:37  best -        
a(11):  15.9%  14.31G/90.00G  379.80M/s  ETA 0:03:19  elapsed 0:00:38  best -        
a(11):  16.0%  14.41G/90.00G  379.81M/s  ETA 0:03:19  elapsed 0:00:38  best -        
a(11):  16.1%  14.51G/90.00G  379.91M/s  ETA 0:03:19  elapsed 0:00:38  best -        
a(11):  16.2%  14.61G/90.00G  379.97M/s  ETA 0:03:18  elapsed 0:00:38  best -        
a(11):  16.3%  14.71G/90.00G  380.08M/s  ETA 0:03:18  elapsed 0:00:39  best -        
a(11):  16.5%  14.81G/90.00G  380.18M/s  ETA 0:03:18  elapsed 0:00:39  best -        
a(11):  16.6%  14.92G/90.00G  380.37M/s  ETA 0:03:17  elapsed 0:00:39  best -        
a(11):  16.7%  15.02G/90.00G  380.59M/s  ETA 0:03:17  elapsed 0:00:39  best -        
a(11):  16.8%  15.12G/90.00G  380.68M/s  ETA 0:03:17  elapsed 0:00:40  best -        
a(11):  16.9%  15.22G/90.00G  380.69M/s  ETA 0:03:16  elapsed 0:00:40  best -        
a(11):  17.0%  15.32G/90.00G  380.75M/s  ETA 0:03:16  elapsed 0:00:40  best -        
a(11):  17.1%  15.42G/90.00G  380.84M/s  ETA 0:03:16  elapsed 0:00:40  best -        
a(11):  17.2%  15.52G/90.00G  380.92M/s  ETA 0:03:16  elapsed 0:00:41  best -        
